256	0.00160402
512	0.00173931
1024	0.00187091
2048	0.00193555
4096	0.00205703
8192	0.00228633
16384	0.00210724
32768	0.00225587
65536	0.00244698
131072	0.00268074
262144	0.00429984
524288	0.00492441
1048576	0.00488298
2097152	0.00449964
4194304	0.00460401
8388608	0.00451879
16777216	0.00469817
